state,pred_change,pred_total,date,total_deaths,change
Missouri,8.256219863891602,725.8668870925903,2020-05-27,689,-4
Missouri,8.96230697631836,734.8291940689087,2020-05-28,708,19
Missouri,12.674076080322266,747.503270149231,2020-05-29,730,22
Missouri,17.05909538269043,764.5623655319214,2020-05-30,774,44
Missouri,22.69757080078125,787.2599363327026,2020-05-31,776,2
Missouri,15.168414115905762,802.4283504486084,2020-06-01,776,0
Montana,1.7635457515716553,17.763545751571655,2020-05-19,16,0
Montana,1.1925853490829468,18.956131100654602,2020-05-20,16,0
Montana,1.147693395614624,20.103824496269226,2020-05-21,16,0
Montana,1.1684409379959106,21.272265434265137,2020-05-22,16,0
Montana,1.1774499416351318,22.44971537590027,2020-05-23,16,0
Montana,0.6992311477661133,23.148946523666382,2020-05-24,16,0
Montana,1.2540974617004395,24.40304398536682,2020-05-25,16,0
Montana,1.827797293663025,26.230841279029846,2020-05-26,17,1
Montana,1.6932764053344727,27.92411768436432,2020-05-27,17,0
Montana,1.4055020809173584,29.329619765281677,2020-05-28,17,0
Montana,1.387777328491211,30.717397093772888,2020-05-29,17,0
Montana,1.3671932220458984,32.08459031581879,2020-05-30,17,0
Montana,0.8650705814361572,32.949660897254944,2020-05-31,17,0
Montana,1.4194614887237549,34.3691223859787,2020-06-01,17,0
Nebraska,5.24283504486084,128.24283504486084,2020-05-19,123,0
Nebraska,3.319434404373169,131.562269449234,2020-05-20,138,15
Nebraska,6.715403079986572,138.27767252922058,2020-05-21,138,0
Nebraska,5.212900161743164,143.49057269096375,2020-05-22,147,9
Nebraska,6.3602800369262695,149.85085272789001,2020-05-23,147,0
Nebraska,2.727062463760376,152.5779151916504,2020-05-24,147,0
Nebraska,5.052798748016357,157.63071393966675,2020-05-25,147,0
Nebraska,4.1553473472595215,161.78606128692627,2020-05-26,147,0
Nebraska,5.3598456382751465,167.14590692520142,2020-05-27,153,6
Nebraska,3.9099884033203125,171.05589532852173,2020-05-28,163,10
Nebraska,5.533031940460205,176.58892726898193,2020-05-29,164,1
Nebraska,6.454894542694092,183.04382181167603,2020-05-30,170,6
Nebraska,4.440307140350342,187.48412895202637,2020-05-31,170,0
Nebraska,4.18807315826416,191.67220211029053,2020-06-01,170,0
Nevada,7.265015602111816,365.2650156021118,2020-05-19,358,0
Nevada,6.230252742767334,371.49526834487915,2020-05-20,377,19
Nevada,8.398489952087402,379.89375829696655,2020-05-21,383,6
Nevada,7.676056861877441,387.569815158844,2020-05-22,386,3
Nevada,6.532033920288086,394.1018490791321,2020-05-23,387,1
Nevada,4.666633605957031,398.7684826850891,2020-05-24,380,-7
Nevada,4.601164817810059,403.36964750289917,2020-05-25,394,14
Nevada,9.397686004638672,412.76733350753784,2020-05-26,394,0
Nevada,8.387736320495605,421.15506982803345,2020-05-27,402,8
Nevada,8.301107406616211,429.45617723464966,2020-05-28,406,4
Nevada,6.047358989715576,435.50353622436523,2020-05-29,406,0
Nevada,6.942941188812256,442.4464774131775,2020-05-30,417,11
Nevada,5.850029468536377,448.29650688171387,2020-05-31,417,0
Nevada,5.3291707038879395,453.6256775856018,2020-06-01,417,0
New Hampshire,6.357850074768066,178.35785007476807,2020-05-19,172,0
New Hampshire,4.681339263916016,183.03918933868408,2020-05-20,190,18
New Hampshire,7.053913593292236,190.09310293197632,2020-05-21,199,9
New Hampshire,8.146392822265625,198.23949575424194,2020-05-22,204,5
New Hampshire,8.092735290527344,206.3322310447693,2020-05-23,208,4
New Hampshire,4.722706317901611,211.0549373626709,2020-05-24,209,1
New Hampshire,5.668983459472656,216.72392082214355,2020-05-25,210,1
New Hampshire,7.826564311981201,224.55048513412476,2020-05-26,214,4
New Hampshire,6.421273708343506,230.97175884246826,2020-05-27,223,9
New Hampshire,6.558695316314697,237.53045415878296,2020-05-28,232,9
New Hampshire,7.247864246368408,244.77831840515137,2020-05-29,238,6
New Hampshire,7.620979309082031,252.3992977142334,2020-05-30,238,0
New Hampshire,6.006595611572266,258.40589332580566,2020-05-31,245,7
New Hampshire,7.13709831237793,265.5429916381836,2020-06-01,245,0
New Jersey,185.76083374023437,10624.760833740234,2020-05-19,10587,148
New Jersey,190.21664428710937,10814.977478027344,2020-05-20,10749,162
New Jersey,142.6571044921875,10957.634582519531,2020-05-21,10846,97
New Jersey,128.97279357910156,11086.607376098633,2020-05-22,10985,139
New Jersey,106.47615814208984,11193.083534240723,2020-05-23,11082,97
New Jersey,87.76048278808594,11280.844017028809,2020-05-24,11138,56
New Jersey,88.43608856201172,11369.28010559082,2020-05-25,11147,9
New Jersey,117.14112854003906,11486.42123413086,2020-05-26,11194,47
New Jersey,113.64844512939453,11600.069679260254,2020-05-27,11339,145
New Jersey,134.12327575683594,11734.19295501709,2020-05-28,11409,70
New Jersey,125.66621398925781,11859.859169006348,2020-05-29,11531,122
New Jersey,115.7069320678711,11975.566101074219,2020-05-30,11634,103
New Jersey,87.50115966796875,12063.067260742188,2020-05-31,11698,64
New Jersey,84.5042953491211,12147.571556091309,2020-06-01,11723,25
New Mexico,9.1775054931640625,279.17750549316406,2020-05-19,276,6
New Mexico,8.407644271850586,287.58514976501465,2020-05-20,283,7
New Mexico,8.941697120666504,296.52684688568115,2020-05-21,294,11
New Mexico,9.23774528503418,305.76459217071533,2020-05-22,302,8
New Mexico,7.867116451263428,313.63170862197876,2020-05-23,302,0
New Mexico,7.128575325012207,320.76028394699097,2020-05-24,317,15
New Mexico,8.733929634094238,329.4942135810852,2020-05-25,320,3
New Mexico,7.813889503479004,337.3081030845642,2020-05-26,325,5
New Mexico,8.003334045410156,345.31143712997437,2020-05-27,329,4
New Mexico,6.210871696472168,351.52230882644653,2020-05-28,335,6
New Mexico,7.230255603790283,358.7525644302368,2020-05-29,344,9
New Mexico,7.506119251251221,366.25868368148804,2020-05-30,351,7
New Mexico,7.656655311584473,373.9153389930725,2020-05-31,356,5
New Mexico,7.994773864746094,381.9101128578186,2020-06-01,362,6
New York,150.07447814941406,28489.074478149414,2020-05-19,28558,219
New York,237.1970977783203,28726.271575927734,2020-05-20,28636,78
New York,155.4296417236328,28881.701217651367,2020-05-21,28743,107
New York,108.2721176147461,28989.973335266113,2020-05-22,28853,110
New York,177.63461303710937,29167.607948303223,2020-05-23,29031,178
New York,124.17376708984375,29291.781715393066,2020-05-24,29141,110
New York,130.82322692871094,29422.604942321777,2020-05-25,29229,88
New York,175.9019012451172,29598.506843566895,2020-05-26,29302,73
New York,102.18424224853516,29700.69108581543,2020-05-27,29484,182
New York,118.07098388671875,29818.76206970215,2020-05-28,29529,45
New York,123.41069793701172,29942.17276763916,2020-05-29,29646,117
New York,128.17230224609375,30070.345069885254,2020-05-30,29710,64
New York,85.28409576416016,30155.629165649414,2020-05-31,29784,74
New York,117.84468078613281,30273.473846435547,2020-06-01,29917,133
North Carolina,20.31653594970703,713.316535949707,2020-05-19,693,0
North Carolina,12.935542106628418,726.2520780563354,2020-05-20,726,33
North Carolina,19.61660385131836,745.8686819076538,2020-05-21,728,2
North Carolina,15.450484275817871,761.3191661834717,2020-05-22,775,47
North Carolina,17.74058723449707,779.05975341796875,2020-05-23,778,3
North Carolina,10.552349090576172,789.6121025085449,2020-05-24,784,6
North Carolina,11.548693656921387,801.1607961654663,2020-05-25,790,6
North Carolina,14.422249794006348,815.5830459594727,2020-05-26,801,11
North Carolina,17.490968704223633,833.0740146636963,2020-05-27,844,43
North Carolina,19.67354965209961,852.7475643157959,2020-05-28,876,32
North Carolina,23.432626724243164,876.1801910400391,2020-05-29,919,43
North Carolina,25.123401641845703,901.3035926818848,2020-05-30,929,10
North Carolina,16.615488052368164,917.9190807342529,2020-05-31,937,8
North Carolina,14.412863731384277,932.3319444656372,2020-06-01,948,11
North Dakota,2.3187732696533203,46.31877326965332,2020-05-19,45,1
North Dakota,1.2963852882385254,47.615158557891846,2020-05-20,49,4
North Dakota,1.6058436632156372,49.22100222110748,2020-05-21,51,2
North Dakota,1.829377293586731,51.050379514694214,2020-05-22,52,1
North Dakota,2.4883456230163574,53.53872513771057,2020-05-23,52,0
North Dakota,1.2952200174331665,54.83394515514374,2020-05-24,53,1
North Dakota,1.821742296218872,56.65568745136261,2020-05-25,54,1
North Dakota,2.561025619506836,59.216713070869446,2020-05-26,54,0
North Dakota,1.845877766609192,61.06259083747864,2020-05-27,56,2
North Dakota,1.6571012735366821,62.71969211101532,2020-05-28,57,1
North Dakota,1.7594218254089355,64.47911393642426,2020-05-29,59,2
North Dakota,1.821060061454773,66.30017399787903,2020-05-30,60,1
North Dakota,1.378695011138916,67.67886900901794,2020-05-31,61,1
North Dakota,1.6728777885437012,69.35174679756165,2020-06-01,61,0
Ohio,74.25633239746094,1731.256332397461,2020-05-19,1720,63
Ohio,57.97117233276367,1789.2275047302246,2020-05-20,1781,61
Ohio,50.1302375793457,1839.3577423095703,2020-05-21,1837,56
Ohio,45.33226013183594,1884.6900024414062,2020-05-22,1872,35
Ohio,31.830310821533203,1916.5203132629395,2020-05-23,1956,84
Ohio,41.38235855102539,1957.9026718139648,2020-05-24,1969,13
Ohio,39.27900314331055,1997.1816749572754,2020-05-25,1987,18
Ohio,61.77914047241211,2058.9608154296875,2020-05-26,2002,15
Ohio,65.537506103515625,2124.498321533203,2020-05-27,2044,42
Ohio,79.9923095703125,2204.4906311035156,2020-05-28,2098,54
Ohio,64.23307800292969,2268.7237091064453,2020-05-29,2131,33
Ohio,52.232418060302734,2320.956127166748,2020-05-30,2149,18
Ohio,41.41396713256836,2362.3700942993164,2020-05-31,2155,6
Ohio,36.06348419189453,2398.433578491211,2020-06-01,2207,52
Oklahoma,3.3452014923095703,291.34520149230957,2020-05-19,293,5
Oklahoma,2.37918758392334,293.7243890762329,2020-05-20,299,6
Oklahoma,2.949368715286255,296.67375779151917,2020-05-21,304,5
Oklahoma,4.083752632141113,300.7575104236603,2020-05-22,307,3
Oklahoma,4.091401100158691,304.84891152381897,2020-05-23,311,4
Oklahoma,3.7779295444488525,308.6268410682678,2020-05-24,311,0
Oklahoma,3.9903147220611572,312.617155790329,2020-05-25,313,2
Oklahoma,4.022663593292236,316.6398193836212,2020-05-26,318,5
Oklahoma,3.232088565826416,319.87190794944763,2020-05-27,322,4
Oklahoma,3.219886064529419,323.09179401397705,2020-05-28,325,3
Oklahoma,4.534431457519531,327.6262254714966,2020-05-29,329,4
Oklahoma,4.423680782318115,332.0499062538147,2020-05-30,334,5
Oklahoma,3.1490981578826904,335.1990044116974,2020-05-31,334,0
Oklahoma,4.62073278427124,339.8197371959686,2020-06-01,334,0
Oregon,2.583693742752075,140.58369374275208,2020-05-19,140,2
Oregon,1.8196171522140503,142.40331089496613,2020-05-20,144,4
Oregon,1.4985544681549072,143.90186536312103,2020-05-21,145,1
Oregon,1.9151955842971802,145.8170609474182,2020-05-22,147,2
Oregon,2.322852611541748,148.13991355895996,2020-05-23,147,0
Oregon,1.2621405124664307,149.4020540714264,2020-05-24,148,1
Oregon,2.170910358428955,151.57296442985535,2020-05-25,148,0
Oregon,2.6585922241210937,154.23155665397644,2020-05-26,148,0
Oregon,1.8716355562210083,156.10319221019745,2020-05-27,148,0
Oregon,1.8894009590148926,157.99259316921234,2020-05-28,151,3
Oregon,1.4347325563430786,159.42732572555542,2020-05-29,151,0
Oregon,2.1587371826171875,161.5860629081726,2020-05-30,153,2
Oregon,1.5857194662094116,163.17178237438202,2020-05-31,153,0
Oregon,1.5256296396255493,164.69741201400757,2020-06-01,154,1
Pennsylvania,112.79235076904297,4627.792350769043,2020-05-19,4628,113
Pennsylvania,118.623779296875,4746.416130065918,2020-05-20,4770,142
Pennsylvania,136.53775024414062,4882.953880310059,2020-05-21,4869,99
Pennsylvania,100.80699157714844,4983.760871887207,2020-05-22,5010,141
Pennsylvania,88.75852966308594,5072.519401550293,2020-05-23,5112,102
Pennsylvania,60.6143798828125,5133.1337814331055,2020-05-24,5136,24
Pennsylvania,46.290794372558594,5179.424575805664,2020-05-25,5146,10
Pennsylvania,77.0049819946289,5256.429557800293,2020-05-26,5163,17
Pennsylvania,103.14807891845703,5359.57763671875,2020-05-27,5265,102
Pennsylvania,100.62261962890625,5460.200256347656,2020-05-28,5373,108
Pennsylvania,101.14354705810547,5561.343803405762,2020-05-29,5464,91
Pennsylvania,108.6662368774414,5670.010040283203,2020-05-30,5537,73
Pennsylvania,81.85429382324219,5751.864334106445,2020-05-31,5555,18
Pennsylvania,68.70378112792969,5820.568115234375,2020-06-01,5567,12
Rhode Island,12.552462577819824,518.5524625778198,2020-05-19,532,26
Rhode Island,15.654913902282715,534.2073764801025,2020-05-20,538,6
Rhode Island,12.455251693725586,546.6626281738281,2020-05-21,556,18
Rhode Island,13.59858226776123,560.2612104415894,2020-05-22,579,23
Rhode Island,15.67451286315918,575.9357233047485,2020-05-23,597,18
Rhode Island,16.506629943847656,592.4423532485962,2020-05-24,608,11
Rhode Island,13.833395004272461,606.2757482528687,2020-05-25,608,0
Rhode Island,14.139026641845703,620.4147748947144,2020-05-26,634,26
Rhode Island,13.968448638916016,634.3832235336304,2020-05-27,655,21
Rhode Island,16.528989791870117,650.9122133255005,2020-05-28,677,22
Rhode Island,18.200275421142578,669.1124887466431,2020-05-29,693,16
Rhode Island,17.19172477722168,686.3042135238647,2020-05-30,711,18
Rhode Island,14.900073051452637,701.2042865753174,2020-05-31,718,7
Rhode Island,14.192831039428711,715.3971176147461,2020-06-01,720,2
South Carolina,6.857586860656738,397.85758686065674,2020-05-19,399,8
South Carolina,8.045753479003906,405.90334033966064,2020-05-20,407,8
South Carolina,7.263087272644043,413.1664276123047,2020-05-21,416,9
South Carolina,6.998576641082764,420.16500425338745,2020-05-22,419,3
South Carolina,6.541153907775879,426.70615816116333,2020-05-23,425,6
South Carolina,5.582067489624023,432.28822565078735,2020-05-24,435,10
South Carolina,6.896522045135498,439.18474769592285,2020-05-25,440,5
South Carolina,8.412056922912598,447.59680461883545,2020-05-26,446,6
South Carolina,7.34577751159668,454.94258213043213,2020-05-27,466,20
South Carolina,11.040013313293457,465.9825954437256,2020-05-28,470,4
South Carolina,10.018431663513184,476.00102710723877,2020-05-29,483,13
South Carolina,9.341729164123535,485.3427562713623,2020-05-30,487,4
South Carolina,6.86284065246582,492.2055969238281,2020-05-31,494,7
South Carolina,8.573863983154297,500.7794609069824,2020-06-01,500,6
South Dakota,2.3038320541381836,46.303832054138184,2020-05-19,46,2
South Dakota,2.2167062759399414,48.520538330078125,2020-05-20,46,0
South Dakota,1.5218654870986938,50.04240381717682,2020-05-21,48,2
South Dakota,1.5317202806472778,51.5741240978241,2020-05-22,50,2
South Dakota,1.394895076751709,52.969019174575806,2020-05-23,50,0
South Dakota,0.9539647102355957,53.9229838848114,2020-05-24,50,0
South Dakota,1.894697666168213,55.817681550979614,2020-05-25,50,0
South Dakota,1.957140326499939,57.77482187747955,2020-05-26,50,0
South Dakota,1.768317461013794,59.54313933849335,2020-05-27,54,4
South Dakota,1.8017303943634033,61.34486973285675,2020-05-28,54,0
South Dakota,2.295170545578003,63.64004027843475,2020-05-29,59,5
South Dakota,2.8185181617736816,66.45855844020844,2020-05-30,62,3
South Dakota,1.519211769104004,67.97777020931244,2020-05-31,62,0
South Dakota,3.480088710784912,71.45785892009735,2020-06-01,62,0
Tennessee,8.244426727294922,309.2444267272949,2020-05-19,305,4
Tennessee,5.9296064376831055,315.174033164978,2020-05-20,305,0
Tennessee,5.545908451080322,320.71994161605835,2020-05-21,313,8
Tennessee,4.632012367248535,325.3519539833069,2020-05-22,315,2
Tennessee,3.737295150756836,329.0892491340637,2020-05-23,329,14
Tennessee,5.680516242980957,334.7697653770447,2020-05-24,336,7
Tennessee,5.4842610359191895,340.25402641296387,2020-05-25,338,2
Tennessee,7.080525875091553,347.3345522880554,2020-05-26,343,5
Tennessee,5.650940895080566,352.985493183136,2020-05-27,353,10
Tennessee,6.452380180358887,359.4378733634949,2020-05-28,356,3
Tennessee,6.468451499938965,365.90632486343384,2020-05-29,361,5
Tennessee,6.7398271560668945,372.64615201950073,2020-05-30,364,3
Tennessee,4.374041557312012,377.02019357681274,2020-05-31,364,0
Tennessee,5.587301254272461,382.6074948310852,2020-06-01,364,0
Texas,26.383716583251953,1376.383716583252,2020-05-19,1388,38
Texas,34.50223922729492,1410.8859558105469,2020-05-20,1426,38
Texas,49.065345764160156,1459.951301574707,2020-05-21,1460,34
Texas,42.36293411254883,1502.3142356872559,2020-05-22,1470,10
Texas,28.79584503173828,1531.1100807189941,2020-05-23,1478,8
Texas,15.294493675231934,1546.404574394226,2020-05-24,1528,50
Texas,23.92656135559082,1570.331135749817,2020-05-25,1533,5
Texas,30.730159759521484,1601.0612955093384,2020-05-26,1546,13
Texas,24.483322143554688,1625.544617652893,2020-05-27,1581,35
Texas,30.12844467163086,1655.673062324524,2020-05-28,1611,30
Texas,39.94974899291992,1695.6228113174438,2020-05-29,1619,8
Texas,44.77826690673828,1740.4010782241821,2020-05-30,1652,33
Texas,29.500789642333984,1769.9018678665161,2020-05-31,1675,23
Texas,23.455747604370117,1793.3576154708862,2020-06-01,1683,8
Utah,2.497860908508301,82.4978609085083,2020-05-19,88,8
Utah,2.7826147079467773,85.28047561645508,2020-05-20,90,2
Utah,2.645765781402588,87.92624139785767,2020-05-21,92,2
Utah,3.004538059234619,90.93077945709229,2020-05-22,93,1
Utah,2.6048572063446045,93.53563666343689,2020-05-23,97,4
Utah,1.8651142120361328,95.40075087547302,2020-05-24,97,0
Utah,2.640056848526001,98.04080772399902,2020-05-25,98,1
Utah,4.235747814178467,102.27655553817749,2020-05-26,101,3
Utah,2.1412112712860107,104.4177668094635,2020-05-27,105,4
Utah,2.430135726928711,106.84790253639221,2020-05-28,106,1
Utah,2.794161558151245,109.64206409454346,2020-05-29,107,1
Utah,2.979222297668457,112.62128639221191,2020-05-30,112,5
Utah,1.35308837890625,113.97437477111816,2020-05-31,113,1
Utah,2.613100290298462,116.58747506141663,2020-06-01,113,0
Vermont,1.7568771839141846,55.756877183914185,2020-05-19,54,0
Vermont,1.2180283069610596,56.974905490875244,2020-05-20,54,0
Vermont,1.1857917308807373,58.16069722175598,2020-05-21,54,0
Vermont,1.149775743484497,59.31047296524048,2020-05-22,54,0
Vermont,1.2988691329956055,60.609342098236084,2020-05-23,54,0
Vermont,0.6739314198493958,61.28327351808548,2020-05-24,54,0
Vermont,1.2049896717071533,62.48826318979263,2020-05-25,54,0
Vermont,1.7883113622665405,64.27657455205917,2020-05-26,54,0
Vermont,1.6192176342010498,65.89579218626022,2020-05-27,54,0
Vermont,1.356393814086914,67.25218600034714,2020-05-28,55,1
Vermont,1.327094316482544,68.57928031682968,2020-05-29,55,0
Vermont,1.3386216163635254,69.9179019331932,2020-05-30,55,0
Vermont,0.8762209415435791,70.79412287473679,2020-05-31,55,0
Vermont,1.3793628215789795,72.17348569631577,2020-06-01,55,0
Virginia,26.081514358520508,1041.0815143585205,2020-05-19,1042,27
Virginia,23.92552947998047,1065.007043838501,2020-05-20,1075,33
Virginia,28.054946899414063,1093.061990737915,2020-05-21,1100,25
Virginia,25.13743019104004,1118.199420928955,2020-05-22,1136,36
Virginia,24.981672286987305,1143.1810932159424,2020-05-23,1159,23
Virginia,18.775375366210937,1161.9564685821533,2020-05-24,1171,12
Virginia,19.63192367553711,1181.5883922576904,2020-05-25,1208,37
Virginia,32.089332580566406,1213.6777248382568,2020-05-26,1236,28
Virginia,29.95545196533203,1243.6331768035889,2020-05-27,1281,45
Virginia,30.208667755126953,1273.8418445587158,2020-05-28,1338,57
Virginia,28.239267349243164,1302.081111907959,2020-05-29,1358,20
Virginia,26.504932403564453,1328.5860443115234,2020-05-30,1370,12
Virginia,19.562883377075195,1348.1489276885986,2020-05-31,1375,5
Virginia,15.143633842468262,1363.292561531067,2020-06-01,1392,17
Washington,9.704241752624512,1011.7042417526245,2020-05-19,1031,29
Washington,12.99726676940918,1024.7015085220337,2020-05-20,1037,6
Washington,10.101173400878906,1034.8026819229126,2020-05-21,1044,7
Washington,9.42030143737793,1044.2229833602905,2020-05-22,1050,6
Washington,7.403918743133545,1051.626902103424,2020-05-23,1050,0
Washington,6.126101493835449,1057.7530035972595,2020-05-24,1061,11
Washington,10.024252891540527,1067.7772564888,2020-05-25,1070,9
Washington,12.444945335388184,1080.2222018241882,2020-05-26,1078,8
Washington,10.165462493896484,1090.3876643180847,2020-05-27,1095,17
Washington,12.013903617858887,1102.4015679359436,2020-05-28,1106,11
Washington,11.24329662322998,1113.6448645591736,2020-05-29,1111,5
Washington,8.85970687866211,1122.5045714378357,2020-05-30,1118,7
Washington,7.961850643157959,1130.4664220809937,2020-05-31,1118,0
Washington,8.053546905517578,1138.5199689865112,2020-06-01,1123,5
West Virginia,3.080679178237915,71.08067917823792,2020-05-19,68,0
West Virginia,2.870516777038574,73.95119595527649,2020-05-20,69,1
West Virginia,2.032398223876953,75.98359417915344,2020-05-21,70,1
West Virginia,1.3614795207977295,77.34507369995117,2020-05-22,72,2
West Virginia,1.904021978378296,79.24909567832947,2020-05-23,72,0
West Virginia,0.9708343148231506,80.21992999315262,2020-05-24,72,0
West Virginia,1.3979579210281372,81.61788791418076,2020-05-25,72,0
West Virginia,2.1543569564819336,83.77224487066269,2020-05-26,72,0
West Virginia,1.8513333797454834,85.62357825040817,2020-05-27,74,2
West Virginia,1.77974271774292,87.40332096815109,2020-05-28,74,0
West Virginia,1.7777347564697266,89.18105572462082,2020-05-29,74,0
West Virginia,1.5438202619552612,90.72487598657608,2020-05-30,75,1
West Virginia,1.1733372211456299,91.89821320772171,2020-05-31,75,0
West Virginia,1.4544148445129395,93.35262805223465,2020-06-01,76,1
Wisconsin,7.384817123413086,466.3848171234131,2020-05-19,467,8
Wisconsin,6.6713738441467285,473.0561909675598,2020-05-20,481,14
Wisconsin,9.580880165100098,482.6370711326599,2020-05-21,487,6
Wisconsin,7.993833541870117,490.63090467453003,2020-05-22,496,9
Wisconsin,7.926750659942627,498.55765533447266,2020-05-23,507,11
Wisconsin,6.986800670623779,505.54445600509644,2020-05-24,510,3
Wisconsin,7.761859893798828,513.3063158988953,2020-05-25,514,4
Wisconsin,8.679518699645996,521.9858345985413,2020-05-26,517,3
Wisconsin,6.7750244140625,528.7608590126038,2020-05-27,539,22
Wisconsin,11.163888931274414,539.9247479438782,2020-05-28,550,11
Wisconsin,11.83633804321289,551.7610859870911,2020-05-29,568,18
Wisconsin,12.913503646850586,564.6745896339417,2020-05-30,588,20
Wisconsin,12.60692024230957,577.2815098762512,2020-05-31,592,4
Wisconsin,11.049542427062988,588.3310523033142,2020-06-01,595,3
Wyoming,2.0626869201660156,12.062686920166016,2020-05-19,10,0
Wyoming,1.6547603607177734,13.717447280883789,2020-05-20,11,1
Wyoming,1.6918275356292725,15.409274816513062,2020-05-21,12,1
Wyoming,1.6202270984649658,17.029501914978027,2020-05-22,12,0
Wyoming,1.7794239521026611,18.80892586708069,2020-05-23,12,0
Wyoming,1.5552163124084473,20.364142179489136,2020-05-24,12,0
Wyoming,1.6570453643798828,22.02118754386902,2020-05-25,12,0
Wyoming,2.3645179271698,24.38570547103882,2020-05-26,13,1
Wyoming,2.1623611450195313,26.54806661605835,2020-05-27,14,1
Wyoming,2.146768569946289,28.69483518600464,2020-05-28,15,1
Wyoming,2.0624260902404785,30.757261276245117,2020-05-29,15,0
Wyoming,2.0880324840545654,32.84529376029968,2020-05-30,16,1
Wyoming,1.6310245990753174,34.476318359375,2020-05-31,16,0
Wyoming,2.088733196258545,36.565051555633545,2020-06-01,17,1
